Unused functions :

Strip   pad
   72     4 GetCurrentDataLength__10tChunkFile in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(chunkfile.o)[25]
   48     0 __Q218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(cameraloader.o)[17]
   64     0 Row__Q218RadicalMathLibrary6Matrixi in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(camera.o)[54]
   48     0 __Q218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(camera.o)[45]
   72     0 Set__Q218RadicalMathLibrary6Vectorfff in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(camera.o)[34]
  280     4 Cos__18RadicalMathLibraryf in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(camera.o)[29]
  296     0 Sin__18RadicalMathLibraryf in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(camera.o)[28]
   80     0 ATan__18RadicalMathLibraryf in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(camera.o)[27]
   80     0 Tan__18RadicalMathLibraryf in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(camera.o)[26]
   48     4 GetAspectRatio__7tCamera in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(camera.o)[20]
  544     0 __7tCameraP7tCamera in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(camera.o)[17]
   64     0 DegToRadian__18RadicalMathLibraryf in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(camera.o)[14]
   48     0 __Q218RadicalMathLibrary6Matrix in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(camera.o)[12]
   48     4 __10pddiColourUi in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(bmp.o)[21]
   48     0 __10pddiColour in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(bmp.o)[19]
   96     0 __tfQ216radLoadInventory12SafeCastBase in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[752]
  112     0 __tfQ216radLoadInventoryt8SafeCast1Z7tShader in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[749]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[747]
  208     0 safe_cast__Q216radLoadInventoryt8SafeCast1Z7tShaderP9IRefCount in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[745]
   56     4 __Q216radLoadInventory12SafeCastBase in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[743]
   48     4 GetInventory__8tContext in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[738]
   48     4 GetActiveContext__9tPlatform in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[737]
   88     0 __Q216radLoadInventoryt8SafeCast1Z7tShader in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[735]
   88     4 GetUID__C5tName in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[734]
   72     4 Sqrt__18RadicalMathLibraryf in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[729]
  104     0 Clear__t9SwapArray1ZP19tBillboardQuadGroup in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[259]
  576     4 find__H1Z7tShader_3p3dP12tEntityStoreRC5tName_PX01 in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[256]
   48     4 GetInstance__20BillboardQuadManager in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[250]
   80     0 IsSetUp__t9SwapArray1ZP19tBillboardQuadGroup in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[249]
   48     4 GetOcclusion__C19tBillboardQuadGroup in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[238]
   48     4 GetZWrite__C19tBillboardQuadGroup in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[237]
   48     4 GetZTest__C19tBillboardQuadGroup in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[236]
   48     4 GetEdgeRange__C14tBillboardQuad in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[234]
   48     4 GetSourceRange__C14tBillboardQuad in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[233]
   72     0 GetUVOffsetRange__C14tBillboardQuad in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[232]
   48     4 GetCutOffMode__C14tBillboardQuad in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[230]
   72     0 GetUVOffset__C14tBillboardQuad in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[229]
  192     0 GetUV__C14tBillboardQuadi in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[227]
  184     0 SetUV__14tBillboardQuadiRCQ218RadicalMathLibrary7Vector2 in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[226]
   48     4 GetDistance__C14tBillboardQuad in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[225]
   56     4 GetHeight__C14tBillboardQuad in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[224]
   56     4 GetWidth__C14tBillboardQuad in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[223]
  184     0 GetTransform__C14tBillboardQuad in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[222]
  176     0 SetTransform__14tBillboardQuadRCQ218RadicalMathLibrary6Matrix in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[221]
  144     4 GetRotation__C14tBillboardQuad in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[219]
   48     4 GetBillboardMode__C14tBillboardQuad in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[216]
   48     4 GetPerspectiveScale__C14tBillboardQuad in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[215]
  192     4 UnpackColour__13ps2PrimStreamG10pddiColourPQ213ps2PrimStream12StreamVertex in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[212]
  120     0 NextVertex__13ps2PrimStream in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[211]
  120     4 Magnitude__CQ218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[208]
   88     0 DotProduct__CQ218RadicalMathLibrary6VectorRCQ218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[206]
  168     0 __vc__t9SwapArray1ZP19tBillboardQuadGroupi in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[169]
  296     4 Allocate__t9SwapArray1ZP19tBillboardQuadGroupi in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[167]
   56     0 __t9SwapArray1ZP19tBillboardQuadGroup in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[166]
  280     4 Cos__18RadicalMathLibraryf in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[161]
   48     4 __10pddiColourUi in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[153]
   48     0 __Q218RadicalMathLibrary10Quaternion in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[149]
   48     4 Abs__H1Zf_18RadicalMathLibraryX01_X01 in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[148]
   80     0 Length__CQ218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[147]
   88     0 Sub__Q218RadicalMathLibrary6VectorRCQ218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[146]
   56     0 Min__H1Zf_18RadicalMathLibraryX01X01_X01 in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[145]
   56     0 Max__H1Zf_18RadicalMathLibraryX01X01_X01 in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[144]
  144     4 __pl__CQ218RadicalMathLibrary6VectorRCQ218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[143]
  136     0 find__H1Z7tShader_3p3dP12tEntityStorePCc_PX01 in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[130]
   32     4 DisplayAllAxisFastpath__19tBillboardQuadGroup in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[119]
   40     0 DisplayZippy2__14tBillboardQuadP7tShader in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[118]
  120     0 PushMultiply__12tMatrixStackRCQ218RadicalMathLibrary6Matrix in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[117]
   64     0 GetBillboardQuadManager__Fv in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[113]
  104     0 Pop__12tMatrixStack in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[111]
  112     0 FindQuadByName__19tBillboardQuadGroupPCc in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[102]
  176     0 Assign__H1Z7tShader_13radLoadObjectRPX01PX01_v in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[96]
  112     4 Release__H1Z7tShader_13radLoadObjectRPX01_v in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[89]
   88     0 __9tDrawable in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[84]
   48     0 __8pddiRect in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[82]
   88     0 Add__Q218RadicalMathLibrary6VectorRCQ218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[79]
   72     4 Scale__Q218RadicalMathLibrary6Vectorf in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[78]
  128     4 NormalizeSafe__Q218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[77]
   72     4 Fabs__18RadicalMathLibraryf in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[75]
   88     4 Sub__Q218RadicalMathLibrary6VectorRCQ218RadicalMathLibrary6VectorT1 in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[73]
  168     4 Coord__13ps2PrimStreamfff in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[66]
  104     0 UV__13ps2PrimStreamffi in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[65]
  112     4 Colour__13ps2PrimStreamG10pddiColouri in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[64]
   72     4 SetAlpha__10pddiColouri in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[63]
   64     0 Alpha__C10pddiColour in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[62]
   64     4 SetBlue__10pddiColouri in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[61]
   56     0 Blue__C10pddiColour in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[60]
   72     0 SetGreen__10pddiColouri in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[59]
   56     4 Green__C10pddiColour in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[58]
   72     4 SetRed__10pddiColouri in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[57]
   56     0 FtoL__18RadicalMathLibraryf in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[56]
   72     0 LtoF__18RadicalMathLibraryi in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[55]
   64     0 Red__C10pddiColour in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[54]
  232     0 Mult__Q218RadicalMathLibrary6MatrixRCQ218RadicalMathLibrary6Matrix in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[52]
   80     0 ACos__18RadicalMathLibraryf in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[50]
   88     4 Add__Q218RadicalMathLibrary6VectorRCQ218RadicalMathLibrary6VectorT1 in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[48]
   80     0 Scale__Q218RadicalMathLibrary6VectorfRCQ218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[47]
   96     0 Dot__CQ218RadicalMathLibrary6VectorRCQ218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[46]
   72     0 __Q218RadicalMathLibrary6Vectorfff in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[43]
   48     0 __Q218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[39]
   64     0 Row__Q218RadicalMathLibrary6Matrixi in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[37]
   80     4 __as__Q218RadicalMathLibrary7Vector4RCQ218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[36]
   64     0 Row__CQ218RadicalMathLibrary6Matrixi in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[35]
   64     4 Set__Q218RadicalMathLibrary7Vector4ffff in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[30]
   72     0 Set__Q218RadicalMathLibrary6Vectorfff in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[23]
   48     0 __Q218RadicalMathLibrary6Matrix in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[22]
   64     0 __Q218RadicalMathLibrary7Vector2ff in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[21]
   88     4 __10pddiColouriiii in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[20]
   96     4 __Q218RadicalMathLibrary6Sphere in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[19]
  160     4 __Q218RadicalMathLibrary5Box3D in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[18]
   48     0 __10pddiColour in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[17]
   48     0 __Q218RadicalMathLibrary7Vector2 in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[16]
   72     4 __Q218RadicalMathLibrary7Vector4 in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(billboardobject.o)[15]
  184     0 OpenFile__9tPlatformPCc in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(platform.o)[43]
   48     4 GetLoadManager__8tContext in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(platform.o)[35]
   48     4 GetInventory__8tContext in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(platform.o)[31]
   72     0 free_uncached__FPv in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(platform.o)[12]
  120     4 malloc_uncached__Fi in D:\simpsonsrr2\game\libs\pure3d\build\lib\pure3dpd.a(platform.o)[9]
  104     0 GetNextChar__12StreamReader in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(BufferReader.o)[11]
  144     0 __12StreamReaderPCcUi in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(BufferReader.o)[9]
 1200     4 DecodeTag__9XMLParserRPc in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(XMLParser.o)[58]
  352     0 ReadNextTag__9XMLParserP12StreamReader in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(XMLParser.o)[51]
  640     4 Parse__9XMLParserP12StreamReader in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(XMLParser.o)[48]
  440     4 ParseFromFile__9XMLParserPCc in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(XMLParser.o)[45]
   48     4 GetType__7XMLNode in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(XMLParser.o)[38]
  240     4 Msg__Q27Scrooby3LogQ27Scrooby10ErrorLevelPCce in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(debugMessages.o)[26]
  104     0 _$_Q27Scrooby3Log in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(debugMessages.o)[18]
   80     0 ScroobyWarning__7ScroobyiPCc in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(debugMessages.o)[14]
   88     0 ScroobyMessage__7ScroobyiPCc in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(debugMessages.o)[13]
   72     4 ScroobyInfo__7ScroobyPCc in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(debugMessages.o)[11]
   96     0 __tfQ27Scrooby8Drawable in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeOwner.o)[318]
   96     0 __tfQ27Scrooby5Owner in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeOwner.o)[317]
   72     0 AddPure3dObject__7FeOwnerP14FePure3dObject in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeOwner.o)[59]
  136     4 AddPure3dObject__7FeOwnerRC5tNameii in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeOwner.o)[57]
  136     4 AddMovie__7FeOwnerRC5tNameii in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeOwner.o)[55]
  120     4 AddPolygon__7FeOwnerRC5tName in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeOwner.o)[53]
  136     4 AddSprite__7FeOwnerRC5tNameii in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeOwner.o)[51]
  136     4 AddText__7FeOwnerRC5tNameii in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeOwner.o)[49]
  104     0 Pop__12tMatrixStack in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeOwner.o)[48]
  120     0 Multiply__12tMatrixStackRCQ218RadicalMathLibrary6Matrix in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeOwner.o)[45]
  104     0 Push__12tMatrixStack in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeOwner.o)[44]
  120     4 HaveNewObject__7FeOwnerP10FeDrawable in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeOwner.o)[26]
  120     4 AddGroup__7FeOwnerRC5tName in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeOwner.o)[23]
   56     4 __Q27Scrooby5Owner in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeOwner.o)[11]
   56     4 __Q27Scrooby8Drawable in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeOwner.o)[10]
   96     0 __tfQ27Scrooby8Drawable in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[176]
  112     4 __tfQ27Scrooby14HasBoundingBox in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[175]
  112     4 __tfQ27Scrooby15BoundedDrawable in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[174]
   96     0 __tfQ27Scrooby5Owner in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[172]
   64     0 Alpha__C10pddiColour in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[46]
   80     0 Set__10pddiColouriiii in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[42]
   56     0 Blue__C10pddiColour in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[41]
   56     4 Green__C10pddiColour in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[40]
   64     0 Red__C10pddiColour in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[39]
   40     0 AddMovieClip__7FeMovieUi in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[36]
   48     0 __10pddiColour in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[25]
  432     0 __Q27Scrooby5Moviei in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[14]
   56     4 __Q27Scrooby5Owner in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[13]
  336     0 __Q27Scrooby15BoundedDrawablei in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[12]
  224     4 __Q27Scrooby14HasBoundingBoxi in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[11]
   56     4 __Q27Scrooby8Drawable in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[10]
 2096     0 __7FeMovieiRC5tNameii in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeMovie.o)[9]
   96     0 __tfQ27Scrooby8Drawable in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeLayer.o)[131]
   96     0 __tfQ27Scrooby5Owner in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeLayer.o)[130]
  136     0 __tfQ27Scrooby5Layer in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeLayer.o)[86]
   56     4 __Q27Scrooby5Owner in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeLayer.o)[11]
   56     4 __Q27Scrooby8Drawable in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeLayer.o)[10]
   40     4 SetModulo__10FeLanguageUi in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeLanguage.o)[35]
   56     0 SetLanguageID__10FeLanguagec in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeLanguage.o)[34]
   48     4 GetNumStrings__10FeLanguage in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeLanguage.o)[33]
   48     4 GetModulo__10FeLanguage in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeLanguage.o)[32]
   48     4 GetLanguageID__10FeLanguage in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeLanguage.o)[31]
  176     0 Dump__10FeLanguage in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeLanguage.o)[20]
   96     0 __tfQ27Scrooby8Drawable in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeGroup.o)[151]
  112     4 __tfQ27Scrooby14HasBoundingBox in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeGroup.o)[150]
   96     0 __tfQ27Scrooby5Owner in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeGroup.o)[149]
  224     4 __Q27Scrooby14HasBoundingBoxi in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeGroup.o)[13]
   56     4 __Q27Scrooby5Owner in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeGroup.o)[11]
   56     4 __Q27Scrooby8Drawable in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeGroup.o)[10]
   96     0 __tfQ27Scrooby8Drawable in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeDrawable.o)[106]
  192     4 radDbgWatchAddBoolean__FPbPCcT1PFPv_vPvb in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeDrawable.o)[96]
  232     0 radDbgWatchAddInt__FPiPCcT1PFPv_vPviib in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeDrawable.o)[94]
  224     4 radDbgWatchAddFloat__FPfPCcT1PFPv_vPvffb in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeDrawable.o)[93]
  264     0 radDbgWatchAddUnsignedChar__FPUcPCcT1PFPv_vPvUcUcb in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeDrawable.o)[91]
  112     4 radDbgWatchDelete__FPv in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeDrawable.o)[90]
   48     4 Parent__10FeDrawable in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeDrawable.o)[85]
  152     4 TranslateRealWorld__10FeDrawableff in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeDrawable.o)[79]
   72     4 Transform__10FeDrawablePQ218RadicalMathLibrary6Matrix in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeDrawable.o)[76]
   64     0 Row__Q218RadicalMathLibrary6Matrixi in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeDrawable.o)[73]
   80     0 Set__10pddiColouriiii in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeDrawable.o)[63]
  232     0 Mult__Q218RadicalMathLibrary6MatrixRCQ218RadicalMathLibrary6Matrix in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeDrawable.o)[55]
   72     0 __Q218RadicalMathLibrary6Vectorfff in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeDrawable.o)[53]
   64     4 SetBlue__10pddiColouri in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeDrawable.o)[48]
   72     0 SetGreen__10pddiColouri in D:\simpsonsrr2\game\libs\scrooby\lib\scroobypd.a(FeDrawable.o)[47]
